日期,广告形式,产品,展现量,点击量,点击率,总加购数,转化率,ROI,总订单行,总订单金额,总费用,是否为钻展广告,是否为超级推荐广告,是否为直通车广告,是否为品销宝广告,点击率/转化率,销售额/ROI,点击量/展现量,加购数/点击量,订单数/加购数
2021-02-12,超级推荐,nan,0,0,nan,0,nan,nan,0,0.0,0.0,0,1,0,0,nan,nan,0.0,0.0,0.0
2021-02-13,超级推荐,nan,0,0,nan,0,nan,nan,0,0.0,0.0,0,1,0,0,nan,nan,0.0,0.0,0.0
2021-02-14,超级推荐,nan,0,0,nan,0,nan,nan,0,0.0,0.0,0,1,0,0,nan,nan,0.0,0.0,0.0
2021-02-15,超级推荐,nan,0,0,nan,0,nan,nan,0,0.0,0.0,0,1,0,0,nan,nan,0.0,0.0,0.0
2021-02-16,超级推荐,nan,0,0,nan,0,nan,nan,0,0.0,0.0,0,1,0,0,nan,nan,0.0,0.0,0.0
2021-02-17,超级推荐,nan,0,0,nan,0,nan,nan,0,0.0,0.0,0,1,0,0,nan,nan,0.0,0.0,0.0
2021-02-18,超级推荐,nan,0,0,nan,0,nan,nan,0,0.0,0.0,0,1,0,0,nan,nan,0.0,0.0,0.0
2021-02-19,超级推荐,nan,0,0,nan,0,nan,nan,0,0.0,0.0,0,1,0,0,nan,nan,0.0,0.0,0.0
2021-02-20,超级推荐,nan,0,0,nan,0,nan,nan,0,0.0,0.0,0,1,0,0,nan,nan,0.0,0.0,0.0
2021-02-21,超级推荐,nan,0,0,nan,0,nan,nan,0,0.0,0.0,0,1,0,0,nan,nan,0.0,0.0,0.0
2021-02-22,超级推荐,nan,0,0,nan,0,nan,nan,0,0.0,0.0,0,1,0,0,nan,nan,0.0,0.0,0.0
2021-02-23,超级推荐,nan,0,0,nan,0,nan,nan,0,0.0,0.0,0,1,0,0,nan,nan,0.0,0.0,0.0
2021-02-24,超级推荐,nan,0,0,nan,0,nan,nan,0,0.0,0.0,0,1,0,0,nan,nan,0.0,0.0,0.0
2021-02-25,超级推荐,nan,0,0,nan,0,nan,nan,0,0.0,0.0,0,1,0,0,nan,nan,0.0,0.0,0.0
2021-02-26,超级推荐,nan,0,0,nan,0,nan,nan,0,0.0,0.0,0,1,0,0,nan,nan,0.0,0.0,0.0
2021-02-27,超级推荐,nan,0,0,nan,0,nan,nan,0,0.0,0.0,0,1,0,0,nan,nan,0.0,0.0,0.0
2021-02-28,超级推荐,nan,0,0,nan,0,nan,nan,0,0.0,0.0,0,1,0,0,nan,nan,0.0,0.0,0.0
2020-11-01 00:00:00,直通车,nan,331532,3461,1.0439414596479373,498.0,6.443224501589135,8.397078303094506,223.0,188973.97999999998,22504.729999999996,0,0,1,0,0.16202158707809466,22504.729999999992,0.010439414596479374,0.14388904940768563,2.233183856502242
2020-11-02 00:00:00,直通车,nan,234820,2906,1.237543650455668,320.0,3.544390915347557,5.7616873956459225,103.0,110356.70999999999,19153.539999999997,0,0,1,0,0.34915551924506516,19153.539999999997,0.012375436504556681,0.11011699931176876,3.1067961165048543
2020-11-03 00:00:00,直通车,nan,254310,3046,1.1977507766112225,304.0,4.300722258699934,6.143817412531982,131.0,122540.22,19945.289999999997,0,0,1,0,0.2784999134013576,19945.289999999997,0.011977507766112226,0.09980302035456336,2.3206106870229006
2020-11-04 00:00:00,直通车,nan,213091,2692,1.2633100412499825,241.0,3.083209509658247,4.770499848594011,83.0,82235.88,17238.420000000006,0,0,1,0,0.40973863024637985,17238.420000000006,0.012633100412499824,0.08952451708766716,2.9036144578313254
2020-11-05 00:00:00,直通车,nan,257796,2772,1.0752688172043012,253.0,2.922077922077922,5.497359561743384,81.0,96947.75,17635.33000000001,0,0,1,0,0.3679808841099165,17635.33000000001,0.010752688172043012,0.09126984126984126,3.123456790123457
2020-11-06 00:00:00,直通车,nan,212891,2840,1.3340159987975067,323.0,3.591549295774648,5.534639074287275,102.0,102734.69,18562.12999999999,0,0,1,0,0.3714319055475411,18562.12999999999,0.013340159987975067,0.11373239436619718,3.1666666666666665
2020-11-07 00:00:00,直通车,nan,254648,2462,0.9668247934403568,267.0,2.39642567018684,4.235967319600094,59.0,68656.04999999999,16207.880000000001,0,0,1,0,0.4034445155000268,16207.880000000003,0.009668247934403568,0.10844841592201462,4.52542372881356
2020-11-08 00:00:00,直通车,nan,245207,2235,0.9114747947652392,281.0,2.8187919463087248,6.876801763917317,63.0,94439.6,13733.070000000002,0,0,1,0,0.32335653433338246,13733.070000000002,0.009114747947652392,0.12572706935123043,4.4603174603174605
2020-11-09 00:00:00,直通车,nan,252197,2862,1.1348271391015752,324.0,3.1446540880503147,5.871416603527506,90.0,112907.40000000001,19230.010000000006,0,0,1,0,0.3608750302343009,19230.010000000006,0.011348271391015753,0.11320754716981132,3.6
2020-11-10 00:00:00,直通车,nan,347369,5126,1.4756642072263213,798.0,5.267264923917284,7.607987432035166,270.0,300978.83,39560.9,0,0,1,0,0.280157582453412,39560.9,0.014756642072263213,0.1556769410846664,2.9555555555555557
2020-11-11 00:00:00,直通车,nan,346401,5895,1.7017849255631479,753.0,6.480067854113655,9.200538400518868,382.0,381589.57,41474.70000000001,0,0,1,0,0.26261838052865855,41474.70000000001,0.01701784925563148,0.127735368956743,1.9712041884816753
2020-11-12 00:00:00,直通车,nan,235279,3105,1.3197097913540945,314.0,1.0628019323671498,2.4514076827089277,33.0,44575.0,18183.43,0,0,1,0,1.241726940046807,18183.43,0.013197097913540946,0.10112721417069243,9.515151515151516
2020-11-13 00:00:00,直通车,nan,218872,2968,1.3560437150480646,303.0,1.5835579514824796,3.5509181479353313,47.0,56792.0,15993.61,0,0,1,0,0.8563271800558844,15993.610000000002,0.013560437150480647,0.102088948787062,6.446808510638298
2020-11-14 00:00:00,直通车,nan,225471,2321,1.029400676805443,194.0,1.163291684618699,2.0092589342347904,27.0,24613.0,12249.790000000003,0,0,1,0,0.8849033225427528,12249.790000000003,0.010294006768054429,0.08358466178371392,7.185185185185185
2020-11-15 00:00:00,直通车,nan,238490,2434,1.0205878653193006,206.0,1.561216105176664,4.4279160079464495,38.0,57193.0,12916.460000000001,0,0,1,0,0.6537133853124152,12916.460000000001,0.010205878653193006,0.08463434675431389,5.421052631578948
2020-11-16 00:00:00,直通车,nan,237367,2519,1.0612258654320104,235.0,1.4291385470424771,3.7773302791191172,36.0,52653.0,13939.210000000003,0,0,1,0,0.7425633208397873,13939.210000000003,0.010612258654320103,0.09329098848749504,6.527777777777778
2020-11-17 00:00:00,直通车,nan,242571,2828,1.165844227051049,302.0,1.8387553041018387,4.185102334122907,52.0,62898.740000000005,15029.200000000003,0,0,1,0,0.6340398988654551,15029.200000000004,0.01165844227051049,0.10678925035360678,5.8076923076923075
2020-11-18 00:00:00,直通车,nan,186861,2479,1.3266545721151017,230.0,1.8959257765227915,4.107744674499788,47.0,49538.99,12059.900000000001,0,0,1,0,0.6997397200581569,12059.900000000001,0.013266545721151017,0.0927793465106898,4.8936170212765955
2020-11-19 00:00:00,直通车,nan,172847,2475,1.4319022025259334,249.0,1.9393939393939394,6.025871865254592,48.0,69678.0,11563.140000000003,0,0,1,0,0.7383245731774344,11563.140000000003,0.014319022025259334,0.1006060606060606,5.1875
2020-11-20 00:00:00,直通车,nan,194644,2417,1.2417541768562093,194.0,1.6135705419942077,4.709293271490524,39.0,53101.520000000004,11275.900000000001,0,0,1,0,0.7695691911439635,11275.900000000001,0.012417541768562093,0.08026479106330162,4.9743589743589745
2020-11-21 00:00:00,直通车,nan,211096,2215,1.049285633076894,214.0,2.076749435665914,7.081451706205138,46.0,74062.0,10458.59,0,0,1,0,0.5052538428837653,10458.59,0.01049285633076894,0.09661399548532731,4.6521739130434785
2020-11-22 00:00:00,直通车,nan,213370,2249,1.0540375872896846,183.0,1.511783014673188,4.954868733233923,34.0,53066.0,10709.87,0,0,1,0,0.6972148628866178,10709.87,0.010540375872896846,0.08136949755446865,5.382352941176471
2020-11-23 00:00:00,直通车,nan,113572,1898,1.6711865600676223,168.0,1.84404636459431,4.649864887474989,35.0,40575.0,8726.06,0,0,1,0,0.9062605974309563,8726.06,0.016711865600676223,0.08851422550052687,4.8
2020-11-24 00:00:00,直通车,nan,71503,1688,2.3607401088066235,128.0,2.4289099526066353,7.223320549622158,41.0,52869.0,7319.210000000001,0,0,1,0,0.9719339765038,7319.210000000001,0.023607401088066235,0.07582938388625593,3.1219512195121952
2020-11-26 00:00:00,直通车,nan,86565,1577,1.8217524403627332,133.0,1.8389346861128724,5.658249593061321,29.0,37681.0,6659.48,0,0,1,0,0.9906564132593209,6659.48,0.018217524403627332,0.08433734939759036,4.586206896551724
2020-11-27 00:00:00,直通车,nan,73066,1377,1.8845974872033502,109.0,1.670297748729121,5.509591930911728,23.0,30087.0,5460.84,0,0,1,0,1.1283003216865277,5460.84,0.018845974872033502,0.07915758896151052,4.739130434782608
2020-11-28 00:00:00,直通车,nan,78610,1251,1.5914005851672814,111.0,1.3589128697042365,4.326643266432664,17.0,21633.0,4999.95,0,0,1,0,1.1710836070848643,4999.95,0.015914005851672814,0.08872901678657075,6.529411764705882
2020-11-29 00:00:00,直通车,nan,42023,712,1.6943102586678724,71.0,0.5617977528089888,3.2272109421459523,4.0,9117.0,2825.0399999999995,0,0,1,0,3.0158722604288126,2825.0399999999995,0.016943102586678725,0.0997191011235955,17.75
2020-11-30 00:00:00,直通车,nan,0,0,nan,nan,nan,nan,nan,0.0,0.0,0,0,1,0,nan,nan,0.0,0.0,nan
2020-12-01 00:00:00,直通车,nan,59799,996,1.6655796919680932,79.0,1.3052208835341366,3.232667049321668,13.0,13460.470000000001,4163.89,0,0,1,0,1.276090287077093,4163.89,0.016655796919680933,0.07931726907630522,6.076923076923077
2020-12-02 00:00:00,直通车,nan,77885,1315,1.6883867240161776,116.0,2.9657794676806084,11.766060386535926,39.0,63667.8,5411.139999999999,0,0,1,0,0.5692893697644291,5411.139999999999,0.016883867240161776,0.08821292775665399,2.9743589743589745
2020-12-03 00:00:00,直通车,nan,81421,1322,1.6236597438007392,94.0,2.1936459909228443,7.86296967892681,29.0,43579.33,5542.349999999999,0,0,1,0,0.7401648901050266,5542.349999999999,0.016236597438007393,0.07110438729198185,3.2413793103448274
2020-12-04 00:00:00,直通车,nan,78106,1216,1.556858628018334,89.0,1.8092105263157896,7.825845998824421,22.0,39143.16,5001.779999999999,0,0,1,0,0.8605182234864973,5001.779999999999,0.01556858628018334,0.07319078947368421,4.045454545454546
2020-12-05 00:00:00,直通车,nan,74714,1140,1.5258184543726745,96.0,3.421052631578948,13.607416781056966,39.0,63443.22,4662.400000000001,0,0,1,0,0.44600847127816634,4662.400000000001,0.015258184543726745,0.08421052631578947,2.4615384615384617
2020-12-06 00:00:00,直通车,nan,72231,1087,1.5048940205728842,109.0,2.5758969641214353,8.229297273813405,28.0,37883.57,4603.499999999999,0,0,1,0,0.5842213572724018,4603.499999999999,0.015048940205728842,0.10027598896044158,3.892857142857143
2020-12-07 00:00:00,直通车,nan,191532,1704,0.8896685671323852,162.0,1.9953051643192488,3.409239374465888,34.0,28244.730000000003,8284.759999999998,0,0,1,0,0.4458809524687013,8284.759999999998,0.008896685671323852,0.09507042253521127,4.764705882352941
2020-12-08 00:00:00,直通车,nan,284991,2043,0.7168647430971504,220.0,2.2515907978463043,5.778922169616234,46.0,70562.20000000001,12210.27,0,0,1,0,0.31838145003206053,12210.27,0.007168647430971504,0.10768477728830152,4.782608695652174
2020-12-09 00:00:00,直通车,nan,250213,2348,0.9384004827886641,302.0,3.9182282793867125,8.056336344109015,92.0,114543.54,14217.819999999996,0,0,1,0,0.23949612321606337,14217.819999999994,0.00938400482788664,0.12862010221465076,3.282608695652174
2020-12-10 00:00:00,直通车,nan,286937,2384,0.8308444013842761,315.0,4.614093959731544,9.207627887213413,110.0,127416.72,13838.169999999998,0,0,1,0,0.18006664117273766,13838.169999999996,0.00830844401384276,0.13213087248322147,2.8636363636363638
2020-12-11 00:00:00,直通车,nan,297396,2405,0.808686061682067,297.0,4.864864864864865,9.46260150099951,117.0,133535.57,14111.929999999998,0,0,1,0,0.16622991267909154,14111.93,0.00808686061682067,0.1234927234927235,2.5384615384615383
2020-12-12 00:00:00,直通车,nan,330649,2718,0.8220197248441702,334.0,4.488594554819721,8.97841004667415,122.0,149235.72,16621.620000000003,0,0,1,0,0.18313521410872577,16621.620000000003,0.008220197248441702,0.12288447387785136,2.737704918032787
2020-12-13 00:00:00,直通车,nan,324233,1797,0.5542310622299396,140.0,1.5581524763494714,3.706222027240645,28.0,36411.0,9824.29,0,0,1,0,0.3556975781525719,9824.29,0.005542310622299396,0.07790762381747357,5.0
2020-12-14 00:00:00,直通车,nan,232053,1879,0.809728811952442,159.0,2.0223523150612026,3.8849207674453554,38.0,37225.0,9581.92,0,0,1,0,0.40038958885753645,9581.92,0.00809728811952442,0.0846194784459819,4.184210526315789
2020-12-15 00:00:00,直通车,nan,128086,1870,1.459956591664975,167.0,1.6577540106951874,6.300794183058247,31.0,56464.0,8961.41,0,0,1,0,0.8806834923914526,8961.41,0.014599565916649751,0.0893048128342246,5.387096774193548
2020-12-16 00:00:00,直通车,nan,131509,1819,1.383175295987347,162.0,2.144035184167125,6.725180698501503,39.0,58468.99,8694.039999999999,0,0,1,0,0.6451271444617908,8694.039999999999,0.013831752959873468,0.08905992303463442,4.153846153846154
2020-12-17 00:00:00,直通车,nan,132975,1770,1.3310772701635645,136.0,2.3163841807909606,6.622435001266666,41.0,56465.0,8526.32,0,0,1,0,0.5746357971193924,8526.32,0.013310772701635646,0.0768361581920904,3.317073170731707
2020-12-18 00:00:00,直通车,nan,122502,1812,1.47915952392614,178.0,2.814569536423841,5.603805853360704,51.0,49379.0,8811.690000000002,0,0,1,0,0.5255366779125815,8811.690000000002,0.0147915952392614,0.09823399558498896,3.4901960784313726
2020-12-19 00:00:00,直通车,nan,142905,1641,1.148315314369686,145.0,2.1937842778793417,5.407411817913477,36.0,42684.0,7893.61,0,0,1,0,0.5234403974668486,7893.61,0.011483153143696861,0.08836075563680683,4.027777777777778
2020-12-20 00:00:00,直通车,nan,133303,1499,1.1245058250752047,133.0,1.534356237491661,4.003575056093377,23.0,27907.0,6970.5199999999995,0,0,1,0,0.7328844486033617,6970.519999999999,0.011245058250752046,0.08872581721147432,5.782608695652174
2020-12-21 00:00:00,直通车,nan,115816,1653,1.4272639358983215,137.0,2.2988505747126435,4.926881991561471,38.0,40251.0,8169.669999999999,0,0,1,0,0.6208598121157699,8169.669999999999,0.014272639358983215,0.08287961282516637,3.6052631578947367
2020-12-22 00:00:00,直通车,nan,96733,1590,1.6436996681587464,154.0,3.018867924528302,7.89034100778241,48.0,60416.42,7657.010000000001,0,0,1,0,0.5444755150775847,7657.010000000001,0.016436996681587462,0.09685534591194969,3.2083333333333335
2020-12-23 00:00:00,直通车,nan,97465,1691,1.734981788334274,141.0,1.8923713778829097,4.423531946302647,32.0,36138.0,8169.489999999999,0,0,1,0,0.9168294387728928,8169.489999999998,0.01734981788334274,0.0833826138379657,4.40625
2020-12-24 00:00:00,直通车,nan,100980,1706,1.6894434541493364,147.0,1.6412661195779603,4.9334396129954365,28.0,40384.89,8185.950000000002,0,0,1,0,1.0293537617067028,8185.950000000001,0.016894434541493364,0.08616647127784291,5.25
2020-12-25 00:00:00,直通车,nan,98339,1748,1.7775246850181514,116.0,1.7162471395881007,5.210028926453995,30.0,44650.0,8570.01,0,0,1,0,1.0357043831372428,8570.01,0.017775246850181513,0.06636155606407322,3.8666666666666667
2020-12-26 00:00:00,直通车,nan,116774,1687,1.444670902769452,117.0,1.1262596324836989,3.1753282558285716,19.0,25511.0,8034.129999999999,0,0,1,0,1.2827156910379292,8034.129999999999,0.01444670902769452,0.06935388263189093,6.157894736842105
2020-12-27 00:00:00,直通车,nan,147771,1537,1.0401228928544843,115.0,1.5614834092387768,3.3820332026090667,24.0,24966.0,7381.95,0,0,1,0,0.6661120359655593,7381.95,0.010401228928544844,0.07482108002602472,4.791666666666667
2020-12-28 00:00:00,直通车,nan,134036,1722,1.2847294756632548,126.0,2.0325203252032518,6.303824815233336,35.0,53164.0,8433.609999999999,0,0,1,0,0.6320869020263215,8433.609999999999,0.012847294756632547,0.07317073170731707,3.6
2020-12-29 00:00:00,直通车,nan,119384,1495,1.2522616095959258,91.0,1.8729096989966554,6.787597109516976,28.0,49041.0,7225.089999999999,0,0,1,0,0.6686182522663962,7225.089999999999,0.012522616095959258,0.06086956521739131,3.25
2020-12-30 00:00:00,直通车,nan,89429,1224,1.3686835366603674,75.0,1.7973856209150325,6.469700088031364,22.0,37408.0,5782.030000000002,0,0,1,0,0.7614857494874044,5782.030000000002,0.013686835366603674,0.061274509803921566,3.409090909090909
2020-12-31 00:00:00,直通车,nan,77168,961,1.2453348538254199,51.0,1.9771071800208115,4.797060056597841,19.0,21969.0,4579.679999999999,0,0,1,0,0.6298772602769624,4579.679999999999,0.0124533485382542,0.053069719042663895,2.6842105263157894
2021-01-01 00:00:00,直通车,nan,96175,934,0.9711463478034832,67.0,1.9271948608137044,6.266491673282458,18.0,27311.0,4358.259999999999,0,0,1,0,0.5039170493602518,4358.259999999999,0.009711463478034832,0.07173447537473233,3.7222222222222223
2021-01-02 00:00:00,直通车,nan,108637,1086,0.9996594162209929,72.0,1.0128913443830572,2.4794725638046518,11.0,12719.0,5129.720000000001,0,0,1,0,0.986936478196362,5129.720000000001,0.009996594162209929,0.06629834254143646,6.545454545454546
2021-01-03 00:00:00,直通车,nan,103063,960,0.9314691014234011,63.0,0.9375,2.9560707482042057,9.0,13531.0,4577.359999999999,0,0,1,0,0.9935670415182946,4577.359999999999,0.009314691014234011,0.065625,7.0
2021-01-04 00:00:00,直通车,nan,103737,1314,1.2666647387142487,100.0,1.97869101978691,6.3717589478611,26.0,41113.01,6452.38,0,0,1,0,0.6401528717963549,6452.38,0.012666647387142486,0.076103500761035,3.8461538461538463
2021-01-05 00:00:00,直通车,nan,108988,1360,1.2478437993173561,82.0,1.6911764705882353,5.446763023510679,23.0,35336.91,6487.6900000000005,0,0,1,0,0.7378554639441758,6487.6900000000005,0.012478437993173561,0.060294117647058824,3.5652173913043477
2021-01-06 00:00:00,直通车,nan,103988,1454,1.3982382582605686,104.0,2.3383768913342506,6.876227598470732,34.0,45126.0,6562.609999999999,0,0,1,0,0.5979524786796666,6562.609999999999,0.013982382582605686,0.07152682255845942,3.0588235294117645
2021-01-07 00:00:00,直通车,nan,91976,1621,1.7624162825084806,139.0,2.0357803824799507,5.144082183432725,33.0,37816.0,7351.360000000001,0,0,1,0,0.8657202405897718,7351.360000000001,0.017624162825084805,0.08574953732264035,4.212121212121212
2021-01-08 00:00:00,直通车,nan,76400,1382,1.8089005235602096,96.0,1.9536903039073805,4.6752908110735225,27.0,29243.57,6254.92,0,0,1,0,0.9258890828000776,6254.92,0.018089005235602095,0.0694645441389291,3.5555555555555554
2021-01-09 00:00:00,直通车,nan,91137,1258,1.3803394889013243,90.0,1.2718600953895072,2.793843845648103,16.0,16275.23,5825.389999999999,0,0,1,0,1.0852919231486662,5825.389999999999,0.013803394889013243,0.07154213036565978,5.625
2021-01-10 00:00:00,直通车,nan,101766,1089,1.0701019987029068,87.0,2.479338842975207,4.348668587280842,27.0,21993.0,5057.41,0,0,1,0,0.4316078061435057,5057.41,0.010701019987029067,0.07988980716253444,3.2222222222222223
2021-01-11 00:00:00,直通车,nan,84412,1141,1.3517035492583993,98.0,1.3146362839614372,3.787461802721735,15.0,19955.0,5268.699999999999,0,0,1,0,1.0281958331358891,5268.699999999999,0.013517035492583993,0.08588957055214724,6.533333333333333
2021-01-12 00:00:00,直通车,nan,98889,1444,1.4602230784010355,113.0,2.285318559556787,6.144728222228432,33.0,39582.25,6441.66,0,0,1,0,0.6389582197609379,6441.66,0.014602230784010356,0.07825484764542937,3.4242424242424243
2021-01-13 00:00:00,直通车,nan,97946,1523,1.5549384354644396,108.0,2.6263952724885096,6.949506966043846,40.0,45915.74,6607.05,0,0,1,0,0.5920428093030854,6607.05,0.015549384354644397,0.07091267235718976,2.7
2021-01-14 00:00:00,直通车,nan,97118,1542,1.587759220741778,95.0,2.204928664072633,4.570174743935512,34.0,30586.58,6692.649999999999,0,0,1,0,0.7200955054070064,6692.65,0.01587759220741778,0.061608300907911806,2.7941176470588234
2021-01-15 00:00:00,直通车,nan,116705,1502,1.287005698127758,128.0,2.263648468708389,12.030392799593166,34.0,78540.66,6528.520000000002,0,0,1,0,0.5685536937023213,6528.520000000002,0.01287005698127758,0.085219707057257,3.764705882352941
2021-01-16 00:00:00,直通车,nan,145884,1381,0.9466425379068302,113.0,1.8102824040550327,4.629506233166667,25.0,28138.0,6077.969999999998,0,0,1,0,0.522925337939733,6077.9699999999975,0.009466425379068302,0.08182476466328747,4.52
2021-01-17 00:00:00,直通车,nan,151128,1199,0.7933672118998465,100.0,2.0016680567139282,4.298194650163234,24.0,22460.559999999998,5225.580000000001,0,0,1,0,0.3963530362782983,5225.580000000001,0.007933672118998465,0.08340283569641367,4.166666666666667
2021-01-18 00:00:00,直通车,nan,133706,1507,1.1270997561814728,145.0,2.3888520238885205,5.478272535690303,36.0,37771.21,6894.73,0,0,1,0,0.4718164812681887,6894.729999999999,0.011270997561814728,0.0962176509621765,4.027777777777778
2021-01-19 00:00:00,直通车,nan,110984,1389,1.2515317523246594,155.0,3.6717062634989204,7.212717248966298,51.0,46156.63,6399.340000000001,0,0,1,0,0.3408583537213631,6399.340000000001,0.012515317523246593,0.11159107271418287,3.0392156862745097
2021-01-20 00:00:00,直通车,nan,82809,1243,1.5010445724498545,98.0,3.1375703942075623,7.181646991364801,39.0,44086.909999999996,6138.830000000003,0,0,1,0,0.478409847065428,6138.830000000003,0.015010445724498545,0.07884151246983105,2.5128205128205128
2021-01-21 00:00:00,直通车,nan,75868,1211,1.5961933885168977,83.0,2.3947151114781176,8.524022541102655,29.0,54287.880000000005,6368.810000000001,0,0,1,0,0.6665483425841251,6368.81,0.015961933885168977,0.0685383980181668,2.8620689655172415
2021-01-22 00:00:00,直通车,nan,70619,1181,1.6723544655121145,76.0,2.032176121930567,5.939799789427946,24.0,35541.979999999996,5983.699999999999,0,0,1,0,0.8229377599040865,5983.699999999999,0.016723544655121145,0.06435224386113463,3.1666666666666665
2021-01-23 00:00:00,直通车,nan,80970,1048,1.2943065332839323,62.0,1.6221374045801527,5.564314295131731,17.0,29036.15,5218.279999999999,0,0,1,0,0.79790190993033,5218.279999999999,0.012943065332839324,0.05916030534351145,3.6470588235294117
